SZ_812	SZ_841	SZ_837	SZ_810	SZ_840	SZ_814	SZ_847	SZ_849	SZ_851	SZ_860	SZ_838	SZ_839	SZ_858
AC005003.1	1.77997687495712	1.54974223102476	1.6810936527959	1.59169098532072	1.81946322013734	1.30710337375124	1.40352621730582	1.58160309000124	1.36831659840263	1.68395478351621	1.32373204675143	1.83737659465469	1.58315006562759
AC005082.1	0.457220711139111	0.565631399586752	0.586140407852317	0.845648093050047	0.545246487528998	0.280906810452775	0.694226206326957	0.59540676711555	0.526643041764513	0.541123946650852	0.662297711078459	0.468924469932347	0.671256654750209
AC005609.1	0.269923554760274	0.230856263455795	0.35118203332316	0.0687243105938511	0.227304408719338	0.375379905297381	0.182325827950456	0.240274475562339	0.239603730018462	0.217852494707286	0.0137588704265919	0.344433064893731	0.198505527012944
AC006116.20	0.196241835219923	0.402027033215865	0.305732085024807	0.257290576828823	0.389928039543895	0.566537711787567	0.499251244669147	0.182038217652946	0.385112162249171	0.310780129636531	0.449898642137858	0.344332744076254	0.466750068078598
AC006486.1	0.22435879444472	0.326440110767611	0.0694614648545697	0.221632597163929	0.236385068709275	0.326283447733341	0.348153631688995	0.349039560044189	0.370403171171702	0.249575502720098	0.380508762955423	0.386906900025802	0.406311980959424
AC006486.9	0.421186538477225	0.581597011097217	0.667562188472405	0.506718321774043	0.522708473813059	0.401143000679346	0.697369725927949	0.684951624791923	0.65443130918868	0.511723712399799	0.390430330547131	0.718720849023799	0.608787774317787
AC006538.4	3.06964106518443	2.70220585400051	2.33719204528113	2.61398486475876	2.99746541007681	2.29084320519104	2.39888592045069	2.9100629879305	2.58967594196509	2.90392128658505	2.69187837480734	3.18447168036274	2.71628033516029
AC006547.14	0.132185319571983	0.212513773003961	0.244019759831538	0.211302915536256	0.2879484990335	0.192350534465426	0.280956272895137	0.0908637660810206	0.215472208493294	0.236634553037199	0.329819651100835	0.118751294380099	0.158354702944439
AC006946.15	1.63660853064205	1.41667424159935	1.13363798909818	1.36226068727065	1.52097335008486	1.41563656655897	1.22577209864179	1.45268967102646	1.38335865200766	1.5226503097381	1.58349264283019	1.50868635604183	1.38013001162037
AC007040.11	2.55122518827384	2.54312109809126	2.27307300177868	2.78728710334585	2.47603125375546	2.31719442106477	2.54754896311199	2.64614515036269	2.50931308024727	2.52733226684301	2.75723844882415	2.49456528289323	2.68480415580851
